genes	log2FoldChange	pvalue	padj	mean_Baseline	mean_C3D1
CENPK	-1.04787140866957	0.000335834271336747	0.0101238570325423	412.337276276025	200.005687650591
SEL1L	0.924797444167348	0.000338453321634546	0.0101699500510477	3535.51003417311	6710.05300942209
TNFAIP8L2	1.85008636465216	0.000338281500856328	0.0101699500510477	38.1830677084624	138.518025072332
GPR137B	0.915535504160109	0.00035702749047258	0.0106254114389447	392.568298168271	742.096444987099
CYLD	0.846249550410027	0.000365083190589714	0.0108080337988738	1809.45549723745	3257.99623718537
MYO19	-0.87953540463768	0.000365480671333835	0.0108080337988738	1096.35886991236	596.285050262453
IRF8	2.05778619905529	0.0003675103935808	0.0108508606712306	314.335013249444	1308.07148142016
PGF	-1.84466025404078	0.000386725324180107	0.0113642433845682	287.436075810617	80.2993881430854
GATD1	-0.997586589144066	0.000390782870144395	0.0114654219448025	304.331270441869	152.237092248398
TYMS	-1.2496480538164	0.000392943693061458	0.0114926791732395	640.213547877589	269.628258102422
DNAJA4	-1.21557683491385	0.000396416332311677	0.011522007415788	728.797158088353	313.447514149651
FTLP3	1.56380732862999	0.000395997551641246	0.011522007415788	44.7263392910362	134.185212781489
BHLHE41	1.73760261420407	0.000403428225430757	0.0116712723822293	219.51043335469	728.53856549634
DENND4C	0.798095691309585	0.000408659926717949	0.0118043254373946	2329.64873864032	4048.18365723474
CLDN8	-3.81435327277837	0.000412678289397063	0.0118299192998481	174.405171868207	272.719659982312
INAFM2	0.831684294146092	0.000411996984557454	0.0118299192998481	284.38642984501	509.060247007445
PRKCB	2.14944603686202	0.000419881208108045	0.0119826693614993	229.466277054949	1019.51142805374
RILPL2	1.0123447574575	0.00042477267636079	0.0120827105806286	133.31767709381	270.59535757331
CCDC69	1.50398468538333	0.000430538681602603	0.0122148213793344	232.698240339651	660.829622832525
SH3BGRL	1.47703514234179	0.000433344681303289	0.0122148213793344	1218.29030297832	3391.84261967989
DAB2	1.60086461342176	0.000445633161886895	0.0124670386818733	742.284664206297	2251.36282823624
LRRC8C	1.29908324682391	0.000447490997201084	0.0125002724667249	706.80923136173	1743.35516999726
GABARAP	0.76691557924832	0.00045344011599843	0.0126475225179831	1945.21635695651	3307.35377289481
CELF2	1.72674915881607	0.000457420286181235	0.0127015811609254	558.996069503728	1850.32461339401
GALM	1.67045425279306	0.000457320122062452	0.0127015811609254	181.226397000083	576.136125625017
PLPP2	-1.49577566051321	0.000462677611955573	0.0128094424912329	458.226487240836	162.116883387599
LAT2	1.62561210105296	0.000472776759217962	0.0130503170517857	112.444320356602	348.285877076995
LST1	1.795222570329	0.000495467608023222	0.0135138359625372	72.8723986053327	250.537853659785
PTPRF	-1.22191694091019	0.000495452469312809	0.0135138359625372	6278.72494979152	2691.56558876723
TROAP	-1.53938727031279	0.000496086689943087	0.0135138359625372	237.276275750453	81.6484175559657
BTN3A2	1.2715107294293	0.000510488216308793	0.0137853981422895	915.655634252291	2211.88826354007
PODXL2	-1.97287057126257	0.000518098346359233	0.0138903953204932	283.478533740929	72.2569474920681
IKZF3	1.94942842213735	0.000533087260949476	0.0141903113970288	559.760728382251	2160.61136697867
ZMYND19	-0.948935894492509	0.000545314800012512	0.0144539405798771	155.572904524526	80.4793307283685
ZNF438	0.992860044368537	0.000548612576948388	0.0145001567788342	133.30650395815	265.920469309538
IGLV6-57	3.85625906029122	0.000553631054418066	0.014570882193852	43.2832864239545	628.98828486421
SNORD89	1.46998464788955	0.000553193172312645	0.014570882193852	54.0186030384709	143.125330168676
MOCOS	-1.41426814679256	0.000557180360928497	0.0146025077737721	582.233336768164	707.560193885272
AGRN	-2.06765569321563	0.000560303949159306	0.0146227576102275	1328.08539365557	316.521259156074
CCL28	-1.16648093594142	0.000559951759619063	0.0146227576102275	407.673990310084	114.156385513308
RCSD1	1.9046671515057	0.00056187940978884	0.0146433935567874	289.665662001056	1085.43083324473
CYB5R2	-1.52197786088274	0.000564522816551549	0.0146728718238581	267.727539849972	93.6025975752174
LPIN3	-1.50866303512684	0.000582678106705676	0.014991982731849	403.397634754415	141.447000211253
APOL6	1.31792846300825	0.000584966273140335	0.0150144025540559	3895.70857355026	9711.36610956367
ITGB7	1.59918646151812	0.000587106786729315	0.0150280008784211	122.182028420264	367.117548107257
SH2B3	1.25598856307319	0.000586869911030682	0.0150280008784211	448.482737416432	1073.22486481273
RNASET2	1.18017169639042	0.000590859496293344	0.0150826787973103	326.075257952786	735.026252422899
GALC	1.34261271054495	0.000601405717355349	0.015289625367503	550.119783016934	1394.61965559989
HBA2	-3.36094011499094	0.000609251029558122	0.0153837946029155	940.753884162614	680.148271284643
PDLIM7	-1.83229900915133	0.000608246420885079	0.0153837946029155	211.009499808146	59.2928226851779
MITF	1.46568717684971	0.000623675305489182	0.0155867299235704	243.940901412728	676.048311012426
RBPJ	0.888877043830083	0.000623970377969298	0.0155867299235704	1773.17581029457	3286.39787008444
SLC9A3-OT1	-0.842087936785163	0.000627160737429173	0.0156454804283802	151.101771738582	82.6258766856151
ACAD9	-0.906768209690422	0.000633732715055476	0.0157672699505802	856.959262150088	456.688322373879
H2BC18	-1.22791583692265	0.000641220879025718	0.0158824211800359	1398.04866057466	597.080248393738
SFXN5	-1.21838135073024	0.000647971636317336	0.0159513861921919	209.425330707585	90.0873263729376
P2RY13	2.11552449205851	0.000650827435880443	0.0159795262546435	95.4117821895995	415.953536682187
ANKRD44	1.44129885835328	0.000657009764650371	0.0160678928025897	623.492208403994	1695.22174353267
FASN	-1.77571452266664	0.000680331475621383	0.0164656100325486	1209.42023071582	352.90065960523
FOXN3	0.688542073884664	0.000690592969450114	0.0166491793410066	1888.38184900075	3047.60833600968
KLHL23	-1.41395932541859	0.000705115249021239	0.016952467646715	413.022791893801	154.636338717695
TERF2IP	0.581546781997676	0.000706946408946357	0.016955809756991	722.968749479425	1084.47593640719
STAG3L5P-PVRIG2P-PILRB	-1.6404464870951	0.000720685005733506	0.0171969081930783	363.673597049108	116.296315522255
CD4	1.86452388067298	0.000722392856716703	0.0172156458573866	542.200229687959	1974.95357714256
DRAM1	1.40465157894494	0.000735472844602039	0.017416146294764	533.563381452148	1413.06719943798
ADGRE2	1.37293565760533	0.000739157050808824	0.0174572252916916	224.6443098971	580.652269805557
ASL	-1.68189566652177	0.000741519174923085	0.0174706411667484	273.75738931466	83.7216121003908
NEO1	-1.26550715468637	0.000751291131825486	0.0176022146258999	1334.08727056855	553.619796798675
TACC1	0.976256820947046	0.000753467276111404	0.0176186708925298	2118.00764539776	4163.89320271741
ATG7	0.713739131129227	0.000767096130585646	0.0178478975021548	507.200761378055	828.123943267364
CYBRD1	1.32224787341915	0.000777569274260512	0.0180241523698151	1413.42298593476	3534.35782773347
ARL4C	1.24967989314491	0.000782709023646873	0.0181207821107328	843.854454324804	2008.96137526207
HVCN1	1.76133522953679	0.000806915426186691	0.0185292732074094	93.4484863034052	317.711594981258
SHISA2	-2.53215666468816	0.000806056417004795	0.0185292732074094	533.626761259178	917.338670554155
H4C9	-2.2862005498108	0.000810579005681791	0.0185360346152233	146.46872550187	29.7842158763001
CMTM3	1.25894138856373	0.000812393808655807	0.0185547961683199	278.13883373515	665.839266539236
PCNX1	0.732588452246102	0.000814604653537512	0.0185602581997176	2300.530255132	3826.4696467602
IGHV2-70	4.44101892399946	0.000818377455960585	0.0186003938224415	99.0835682363793	2152.89078473296
DENND2D	0.967393431126981	0.000830116547979529	0.0187586528970475	486.514195265813	946.435185272304
MARCKS	0.819337914791115	0.000830366950319465	0.0187586528970475	6043.65726606028	10665.5159157142
PTGER4	1.7556209505515	0.000835578902105116	0.0188080848169861	430.954454824237	1442.25587913927
SLC31A2	1.20662488845813	0.000837448272411142	0.018827451521918	412.795441515497	955.347413571599
AZGP1	-3.96107700475325	0.000839327561896685	0.018846248372907	688.725355238616	44.2456764446587
PHOSPHO2	-0.809634501199068	0.000840304321878811	0.018846248372907	55.2532931231885	30.2304247497151
SYT11	1.42419457801094	0.000844379691593631	0.0189149160205728	268.561337788498	722.041582752331
NECTIN3	-1.71426353930124	0.000849601070728292	0.0189671802393971	589.653376948623	179.397775176958
PPM1M	1.12513969940947	0.000850113352620952	0.0189671802393971	150.255491591984	330.72203248753
DPT	2.58101661062576	0.000857411343916966	0.0190771573228814	182.206594812167	1092.61148188385
TLR6	1.44681155633131	0.000857923929103143	0.0190771573228814	281.221130088925	769.489199156962
NEURL1B	-1.23785640773176	0.000867068594587836	0.0192384066290238	1684.83995679819	714.922346809009
GPNMB	1.75531775248414	0.000880402992335528	0.0194879238872846	9927.52414199737	33517.6508730922
PXK	0.698377692115186	0.00088178848274195	0.0194954657440341	278.160884987895	450.395141222638
PITPNC1	0.879509820593686	0.000883119987714939	0.0195017975985334	254.061247460187	463.110576688125
DNAH14	-2.21236894997062	0.000894914672637593	0.0195835138451761	434.292374084613	93.7290471527881
KAT2A	-1.19241143067682	0.000891836854105283	0.0195835138451761	417.148362072126	182.182498717033
MMAB	-0.93592778869928	0.000891929879385046	0.0195835138451761	319.450143191926	166.992691122048
PRELID2	-1.13718881473063	0.000892983790262397	0.0195835138451761	395.987873155622	177.915511650799
FANCC	-0.777593631169119	0.000902560133365191	0.0196734048794277	385.391723980093	225.343450829796
GPSM3	1.64660747560175	0.000903340867421715	0.0196734048794277	78.5084009496852	245.108843760606
IGLV3-19	3.57919500768751	0.000903542764290972	0.0196734048794277	256.438425201693	3066.37816695705
ARHGEF3	0.783292508535823	0.00090697538786605	0.0197021661671484	693.162502799999	1194.60793217169
ABCC5	-1.72456540989033	0.000909415248643199	0.0197321959763745	3746.09189092453	1133.65677757076
HCLS1	1.64067722032745	0.000911893063602176	0.0197400517016434	494.469523664502	1543.1356281569
IGKV2-28	3.61770474176575	0.000911000833871912	0.0197400517016434	202.975018257536	2493.87224462666
TENT5C	2.19030277966336	0.00091735678006492	0.0198123582361243	761.333239454829	3472.34252044743
NCAPG2	-0.961832700136713	0.000928875660698814	0.0200379419984276	1222.16476677209	628.538886525364
GBP1	1.61967732710328	0.000936672317184142	0.020159521843894	2449.00712435748	7526.74683507516
ID2	1.34689249121795	0.000959425094547289	0.0205780140968419	715.807390751977	1815.14701800898
IGHV3-33	3.60624594547376	0.000968708942160616	0.0207331039124054	588.219812395854	7161.99083167501
FBXO7	0.431574915254506	0.000977891056900672	0.0209020012849559	1212.24266249932	1641.73583769341
KBTBD8	1.17514277952485	0.000982111113482699	0.0209681846425482	146.232913759345	327.921544696777
NAB2	-0.842186983053148	0.000986185133191166	0.0209831409182978	365.892253916271	204.937544662
RSU1	0.610613629112758	0.000985344729590534	0.0209831409182978	973.564837970399	1486.62778060428
SNORD14C	1.43184012419886	0.000991181536173868	0.0210414646928377	3.75644055835845	10.6714105613087
TMED8	0.72471093489963	0.00099794258663345	0.0210890245374634	820.796347998336	1361.70968881774
MROH1	-1.36135567201683	0.000999801069138339	0.0211043981336215	510.517069582579	110.545948153656
HYKK	-0.87910412949285	0.00100474735401297	0.0211540793578051	90.1183451871886	49.8560086577293
SDC3	1.42368502185248	0.00101396096991173	0.0213010614866513	593.615011394672	1594.30331879636
CPM	1.95727938938556	0.00103898314362348	0.0216514151046264	861.299852466264	3334.28179411641
SERPINA3	-2.93840327270274	0.00104138882215741	0.021663673825482	5297.82485410433	243.262990553562
AGBL5	-0.883633427416982	0.00105081811659672	0.0217960452179425	376.158085454313	204.51644552675
HLA-DOB	1.82690951024213	0.00105186995411019	0.0217960452179425	55.3133678167205	197.970630788027
CACNB3	-1.04693116394253	0.0010593546643206	0.0219152528117766	216.546916738517	104.317248882176
PLEKHB2	0.524109294496693	0.00107687872867858	0.022179422822453	1993.79062359762	2863.79506752424
THSD4	1.87147229406596	0.00107971375690375	0.0221888311716124	461.898678127559	1689.62141613671
TMEM119	2.22623640706284	0.00108333175871205	0.0222386915484784	137.636113060121	641.946969609315
TLE1	-0.979725199342197	0.00109143640044282	0.0223069038688534	357.267750427096	179.028359867414
VEGFA	-1.27702316768865	0.00109048316070611	0.0223069038688534	2098.81396827054	866.468605736438
XBP1	1.21890600058301	0.00110392157230303	0.0224881839947321	2995.55329977072	6971.75033250323
WASH8P	-1.33751747875747	0.00110938448812024	0.0225748250254348	372.916145785157	146.687296107663
WDFY1	0.635695448256744	0.00111960247603901	0.0227579326828846	1727.70967779581	2683.18447257963
ZXDC	-0.723373433554446	0.00113117169879098	0.0229182018452115	502.291013565777	303.827984425057
AKR1C3	-2.22859939491166	0.00114111498192516	0.0230695618231025	1256.25841596816	267.95007983971
LYSMD1	-0.866583915409676	0.0011462846288843	0.0231489947781181	206.464607850801	113.620571017218
WARS1	1.98184448555387	0.00115124991043038	0.0232011923157742	3557.71778151933	14054.7522261441
RNF130	1.06176710821262	0.00115742776431141	0.0232232280452162	811.485121932947	1695.86446017551
PTP4A2	0.695214309730249	0.00116005832665255	0.0232510079219513	3282.7804130659	5312.82493169875
DTYMK	-1.13462642082926	0.00116467140276437	0.0233184210038447	270.61054243184	122.925038439747
ZNF490	0.721950006686613	0.00117509897136995	0.0234803377975664	379.789468170132	628.01114871399
SP100	0.843800269493922	0.00117897492037128	0.0235039230920173	1449.53071323002	2599.27227616973
PXMP2	-1.21181403229539	0.00118161884750375	0.0235064047914927	220.938403258002	94.6627004659937
NCAPH2	-1.29812109585245	0.00119858154795534	0.0236422110833474	483.875185576258	196.312234435862
YWHAH	0.510245716089048	0.0012163966445994	0.023942997244963	1674.50095295002	2386.15585421591
AK1	-1.13109595075396	0.00121975342141875	0.0239837711735237	221.968039619763	100.567171242571
PPP1R15B	0.526384185500449	0.00122804498807884	0.0240836094125172	2969.85629273141	4274.86465163269
TMTC4	-0.903151587734616	0.001232318288837	0.0241038357124722	422.428925456864	225.656097894307
FTH1P7	1.20004645633235	0.00125283645487532	0.0243774017184292	126.201472437047	292.764277886539
EMP3	1.44669563022039	0.00128279040232161	0.0247793673988833	131.452261391343	360.928839793163
GTSE1	-1.0876426066275	0.00129322042976256	0.024955008499865	211.066418839518	99.7187912987478
LMF2	-1.63883483219692	0.00131833011147636	0.0252586080079299	356.806805532379	113.96563610896
OCLN	-1.58613553767035	0.00131567011671611	0.0252586080079299	1202.36783681881	399.67449392077
CCL2	1.82380113282703	0.00132736179950346	0.0253257374015692	185.593408154448	657.471689107806
MAP3K8	1.06861997271438	0.00133578619425053	0.0254477131597516	348.917470719064	732.966123700412
HILPDA	-1.51931553783238	0.00135475040053108	0.0256646116486395	691.268591995783	241.563160470934
H3C13	-2.31934100528688	0.0013561915433682	0.0256658561858527	117.429674535495	23.3007668127735
RIPK2	0.885778260336965	0.00136593955079723	0.0257661536487466	246.439669300181	457.591929266959
CASP4	1.17436882634339	0.00137023336886031	0.0257972293681843	922.496692257897	2084.58302873985
GPC1	-1.91638609202764	0.00137142827080593	0.0257972293681843	932.4350145876	246.924163311255
ADPRH	1.24230812068151	0.00137869527922578	0.0258817443766129	161.63948082517	383.886903427235
FLVCR2	1.38004527195596	0.00139294409967587	0.0260248883562412	155.106845904927	404.498878209779
TAOK3	0.642396507809402	0.00139389358293397	0.0260248883562412	800.783010063704	1242.25250101265
TCOF1	-0.935961300932991	0.00139332979762691	0.0260248883562412	673.08128469146	352.004150357924
MGAT4B	-0.905220644263221	0.00139754105658334	0.0260260639878694	678.695220671894	361.342974776074
APOBEC3G	1.70300767583317	0.00140528540015928	0.0260585829001253	265.238014387575	865.557791250777
IFNGR2	0.678827996982487	0.00140731550184107	0.0260585829001253	1361.77341294842	2179.06963965984
KRT8	-2.42014886511215	0.00141364866834691	0.0260916757184504	3759.47001549309	701.788513978489
CLEC4A	1.72156007917516	0.00141599888936035	0.0261092285330674	47.752700528509	156.908410765282
SLC25A4	-1.28506903684244	0.00142750226966595	0.0262177090078412	378.207063918252	154.921828898321
MBNL1	0.584764760325456	0.00143118240501925	0.0262594529770495	5528.98711130576	8297.84470843633
VOPP1	0.913085496535628	0.00144573938807591	0.0264744818267876	1361.21777114167	2565.82373785601
ITPR3	-1.08013724160911	0.00145489385565594	0.0265639132549315	2234.92288250001	1056.43571829283
GLIPR2	1.37051581893485	0.00146863352000449	0.0267581140973074	242.948383101865	628.571792660717
UBE2J1	0.7572733779048	0.00146983209805681	0.0267581140973074	1492.25558559328	2515.3109612001
RASSF9	-1.83883700754769	0.00147221204094723	0.0267710649715461	623.062620364578	174.507176491663
